ADATE,Year,Month,Day,Anamolytype,Anamoly,Date_x,Kp,ap,Date_y
1977-05-28,1977,5,28,UNK,1,1977-05-28,1.708375,7.25,1977-05-28
1977-06-06,1977,6,6,UNK,1,1977-06-06,1.29175,4.875,1977-06-06
1977-06-07,1977,6,7,UNK,1,1977-06-07,1.541875,6.0,1977-06-07
1977-06-08,1977,6,8,UNK,1,1977-06-08,1.5,5.5,1977-06-08
1978-04-20,1978,4,20,UNK,1,1978-04-20,3.375,23.0,1978-04-20
1979-03-13,1979,3,13,UNK,1,1979-03-13,1.666625,7.0,1979-03-13
1979-07-06,1979,7,6,UNK,1,1979-07-06,3.083375,22.25,1979-07-06
1980-03-03,1980,3,3,UNK,1,1980-03-03,1.083375,4.625,1980-03-03
1982-01-30,1982,1,30,UNK,1,1982-01-30,3.624875,26.75,1982-01-30
1978-04-12,1978,4,12,UNK,1,1978-04-12,3.625125,29.0,1978-04-12
1979-08-15,1979,8,15,SEU,1,1979-08-15,1.166625,4.5,1979-08-15
1981-02-17,1981,2,17,SEU,1,1981-02-17,1.541625,5.75,1981-02-17
1983-05-11,1983,5,11,UNK,1,1983-05-11,4.83325,50.125,1983-05-11
1983-11-05,1983,11,5,SEU,1,1983-11-05,0.75,3.25,1983-11-05
1981-05-23,1981,5,23,UNK,1,1981-05-23,3.166625,18.875,1981-05-23
1981-05-24,1981,5,24,SEU,1,1981-05-24,3.2915,18.375,1981-05-24
1981-05-27,1981,5,27,UNK,1,1981-05-27,1.41675,5.75,1981-05-27
1981-05-31,1981,5,31,UNK,1,1981-05-31,2.083375,7.875,1981-05-31
1981-06-07,1981,6,7,UNK,1,1981-06-07,4.916625,50.375,1981-06-07
1981-06-16,1981,6,16,UNK,1,1981-06-16,3.5,21.125,1981-06-16
1981-06-28,1981,6,28,ESD,1,1981-06-28,2.2498750000000003,9.375,1981-06-28
1981-07-10,1981,7,10,UNK,1,1981-07-10,1.083375,4.25,1981-07-10
1981-07-15,1981,7,15,ESD,1,1981-07-15,0.833375,3.5,1981-07-15
1981-08-21,1981,8,21,ESD,1,1981-08-21,2.833375,14.25,1981-08-21
1981-09-03,1981,9,3,UNK,1,1981-09-03,2.1665,8.625,1981-09-03
1981-09-10,1981,9,10,UNK,1,1981-09-10,2.2498750000000003,9.125,1981-09-10
1981-09-16,1981,9,16,UNK,1,1981-09-16,1.8335,7.125,1981-09-16
1981-09-19,1981,9,19,ESD,1,1981-09-19,4.4165,38.5,1981-09-19
1981-09-24,1981,9,24,UNK,1,1981-09-24,1.999875,7.375,1981-09-24
1981-10-16,1981,10,16,UNK,1,1981-10-16,1.666625,7.5,1981-10-16
1981-10-20,1981,10,20,UNK,1,1981-10-20,5.208375,67.125,1981-10-20
1981-11-03,1981,11,3,ESD,1,1981-11-03,2.0,8.25,1981-11-03
1981-12-10,1981,12,10,SEU,1,1981-12-10,1.833375,8.875,1981-12-10
1982-02-18,1982,2,18,SEU,1,1982-02-18,4.29175,33.5,1982-02-18
1982-03-01,1982,3,1,SEU,1,1982-03-01,4.83325,68.375,1982-03-01
1982-03-24,1982,3,24,ESD,1,1982-03-24,2.541625,11.875,1982-03-24
1982-04-18,1982,4,18,ESD,1,1982-04-18,2.33325,11.5,1982-04-18
1982-04-19,1982,4,19,ESD,1,1982-04-19,1.999875,8.375,1982-04-19
1982-04-29,1982,4,29,ESD,1,1982-04-29,4.125,31.25,1982-04-29
1982-06-28,1982,6,28,ESD,1,1982-06-28,3.9165,26.625,1982-06-28
1982-08-27,1982,8,27,UNK,1,1982-08-27,2.58325,11.25,1982-08-27
1982-09-28,1982,9,28,ESD,1,1982-09-28,2.58325,13.75,1982-09-28
1982-10-05,1982,10,5,ESD,1,1982-10-05,2.0,9.125,1982-10-05
1982-10-09,1982,10,9,ESD,1,1982-10-09,1.37525,5.5,1982-10-09
1982-10-10,1982,10,10,SEU,1,1982-10-10,2.875,15.375,1982-10-10
1982-11-28,1982,11,28,UNK,1,1982-11-28,3.79175,27.625,1982-11-28
1983-02-20,1983,2,20,UNK,1,1983-02-20,4.625,41.375,1983-02-20
1983-05-04,1983,5,4,UNK,1,1983-05-04,3.875125,26.125,1983-05-04
1983-06-11,1983,6,11,UNK,1,1983-06-11,2.25,10.125,1983-06-11
1983-07-17,1983,7,17,ESD,1,1983-07-17,3.958375,26.375,1983-07-17
1983-07-30,1983,7,30,UNK,1,1983-07-30,3.25,18.375,1983-07-30
1983-08-13,1983,8,13,UNK,1,1983-08-13,3.70825,25.375,1983-08-13
1983-08-31,1983,8,31,UNK,1,1983-08-31,4.0,28.75,1983-08-31
1983-10-05,1983,10,5,UNK,1,1983-10-05,2.0835,8.375,1983-10-05
1983-10-16,1983,10,16,UNK,1,1983-10-16,2.625,12.625,1983-10-16
1983-12-18,1983,12,18,UNK,1,1983-12-18,1.500125,6.625,1983-12-18
1984-01-18,1984,1,18,UNK,1,1984-01-18,1.416625,6.125,1984-01-18
1984-01-19,1984,1,19,UNK,1,1984-01-19,3.291625,18.625,1984-01-19
1984-01-20,1984,1,20,UNK,1,1984-01-20,1.875,8.75,1984-01-20
1984-03-05,1984,3,5,UNK,1,1984-03-05,0.875,3.625,1984-03-05
1984-03-11,1984,3,11,UNK,1,1984-03-11,2.125,9.375,1984-03-11
1984-03-22,1984,3,22,UNK,1,1984-03-22,3.291625,20.625,1984-03-22
1984-04-01,1984,4,1,UNK,1,1984-04-01,4.208375,33.875,1984-04-01
1984-04-12,1984,4,12,UNK,1,1984-04-12,2.75,15.0,1984-04-12
1984-04-14,1984,4,14,UNK,1,1984-04-14,2.6665,18.5,1984-04-14
1989-03-20,1989,3,20,UNK,1,1989-03-20,2.7498750000000003,13.625,1989-03-20
1980-12-06,1980,12,6,UNK,1,1980-12-06,0.833375,3.5,1980-12-06
1980-12-07,1980,12,7,UNK,1,1980-12-07,1.54175,5.625,1980-12-07
1980-12-08,1980,12,8,SEU,1,1980-12-08,2.041625,8.75,1980-12-08
1980-12-10,1980,12,10,UNK,1,1980-12-10,2.33325,10.375,1980-12-10
1980-12-14,1980,12,14,ESD,1,1980-12-14,1.83325,8.125,1980-12-14
1980-12-15,1980,12,15,ESD,1,1980-12-15,2.45825,10.375,1980-12-15
1980-12-16,1980,12,16,ESD,1,1980-12-16,2.999875,16.375,1980-12-16
1980-12-18,1980,12,18,SEU,1,1980-12-18,2.791625,14.875,1980-12-18
1980-12-29,1980,12,29,UNK,1,1980-12-29,2.041625,8.625,1980-12-29
1981-01-07,1981,1,7,UNK,1,1981-01-07,1.58325,6.25,1981-01-07
1981-01-20,1981,1,20,UNK,1,1981-01-20,1.083375,4.125,1981-01-20
1981-01-23,1981,1,23,SEU,1,1981-01-23,1.95825,8.375,1981-01-23
1981-02-24,1981,2,24,SEU,1,1981-02-24,3.16675,19.875,1981-02-24
1981-03-23,1981,3,23,SEU,1,1981-03-23,0.8748750000000001,3.625,1981-03-23
1981-03-26,1981,3,26,UNK,1,1981-03-26,3.874875,27.625,1981-03-26
1981-04-16,1981,4,16,UNK,1,1981-04-16,2.625,13.25,1981-04-16
1981-04-27,1981,4,27,SEU,1,1981-04-27,4.625125,42.875,1981-04-27
1981-05-05,1981,5,5,ESD,1,1981-05-05,0.9585,3.875,1981-05-05
1981-05-30,1981,5,30,ESD,1,1981-05-30,1.75,6.5,1981-05-30
1981-07-31,1981,7,31,UNK,1,1981-07-31,2.6248750000000003,11.875,1981-07-31
1981-08-26,1981,8,26,SEU,1,1981-08-26,1.70825,7.5,1981-08-26
1981-09-05,1981,9,5,UNK,1,1981-09-05,3.1248750000000003,16.875,1981-09-05
1981-09-17,1981,9,17,UNK,1,1981-09-17,1.125,4.375,1981-09-17
1981-10-04,1981,10,4,UNK,1,1981-10-04,3.125125,16.875,1981-10-04
1981-11-14,1981,11,14,SEU,1,1981-11-14,3.833375,27.375,1981-11-14
1981-11-28,1981,11,28,UNK,1,1981-11-28,1.416625,6.0,1981-11-28
1981-11-29,1981,11,29,UNK,1,1981-11-29,0.9585,4.25,1981-11-29
1981-12-05,1981,12,5,SEU,1,1981-12-05,2.166625,8.625,1981-12-05
1981-12-19,1981,12,19,UNK,1,1981-12-19,2.20825,9.625,1981-12-19
1982-01-15,1982,1,15,UNK,1,1982-01-15,2.58325,11.75,1982-01-15
1982-01-24,1982,1,24,UNK,1,1982-01-24,3.541625,20.625,1982-01-24
1982-05-29,1982,5,29,SEU,1,1982-05-29,4.4165,34.75,1982-05-29
1982-06-01,1982,6,1,SEU,1,1982-06-01,3.2915,19.5,1982-06-01
1982-07-20,1982,7,20,UNK,1,1982-07-20,3.08325,24.0,1982-07-20
1982-07-25,1982,7,25,SEU,1,1982-07-25,3.54175,22.375,1982-07-25
1982-08-16,1982,8,16,UNK,1,1982-08-16,1.5,6.25,1982-08-16
1982-08-20,1982,8,20,UNK,1,1982-08-20,2.4998750000000003,11.625,1982-08-20
1982-08-22,1982,8,22,UNK,1,1982-08-22,3.62475,24.125,1982-08-22
1982-09-08,1982,9,8,UNK,1,1982-09-08,2.583375,12.125,1982-09-08
1982-09-10,1982,9,10,UNK,1,1982-09-10,2.24975,10.25,1982-09-10
1982-10-06,1982,10,6,UNK,1,1982-10-06,3.3748750000000003,19.375,1982-10-06
1982-11-05,1982,11,5,UNK,1,1982-11-05,2.08325,8.875,1982-11-05
1982-11-09,1982,11,9,UNK,1,1982-11-09,1.9585,7.75,1982-11-09
1983-02-16,1983,2,16,SEU,1,1983-02-16,4.0835,29.625,1983-02-16
1983-04-28,1983,4,28,UNK,1,1983-04-28,2.54175,11.75,1983-04-28
1983-05-25,1983,5,25,UNK,1,1983-05-25,1.708125,11.0,1983-05-25
1983-06-04,1983,6,4,UNK,1,1983-06-04,0.7498750000000001,3.25,1983-06-04
1983-08-11,1983,8,11,UNK,1,1983-08-11,1.625125,6.25,1983-08-11
1983-08-12,1983,8,12,UNK,1,1983-08-12,3.833375,26.25,1983-08-12
1983-08-15,1983,8,15,UNK,1,1983-08-15,2.333375,10.375,1983-08-15
1983-08-21,1983,8,21,UNK,1,1983-08-21,3.83325,25.375,1983-08-21
1983-09-11,1983,9,11,UNK,1,1983-09-11,2.66675,12.375,1983-09-11
1983-09-13,1983,9,13,UNK,1,1983-09-13,1.875,7.25,1983-09-13
1983-09-22,1983,9,22,ESD,1,1983-09-22,2.541625,13.0,1983-09-22
1983-10-15,1983,10,15,UNK,1,1983-10-15,3.375,19.375,1983-10-15
1983-10-21,1983,10,21,UNK,1,1983-10-21,2.91675,16.125,1983-10-21
1983-10-26,1983,10,26,UNK,1,1983-10-26,0.708125,3.125,1983-10-26
1983-10-29,1983,10,29,UNK,1,1983-10-29,4.375125,34.0,1983-10-29
1983-12-22,1983,12,22,UNK,1,1983-12-22,2.70825,12.5,1983-12-22
1983-12-27,1983,12,27,UNK,1,1983-12-27,2.791625,14.75,1983-12-27
1984-01-11,1984,1,11,SEU,1,1984-01-11,2.333375,10.25,1984-01-11
1984-01-24,1984,1,24,UNK,1,1984-01-24,1.124875,5.0,1984-01-24
1984-01-27,1984,1,27,UNK,1,1984-01-27,1.91675,7.875,1984-01-27
1984-02-08,1984,2,8,ESD,1,1984-02-08,1.95825,7.25,1984-02-08
1984-04-06,1984,4,6,UNK,1,1984-04-06,2.6248750000000003,12.375,1984-04-06
1984-04-23,1984,4,23,UNK,1,1984-04-23,1.58325,6.375,1984-04-23
1993-03-10,1993,3,10,SEU,1,1993-03-10,2.58325,14.875,1993-03-10
1993-08-25,1993,8,25,ESD,1,1993-08-25,0.833375,3.5,1993-08-25
1981-12-15,1981,12,15,UNK,1,1981-12-15,1.2915,6.375,1981-12-15
1982-01-04,1982,1,4,UNK,1,1982-01-04,2.5415,12.0,1982-01-04
1982-01-12,1982,1,12,SEU,1,1982-01-12,0.625,2.5,1982-01-12
1982-01-22,1982,1,22,UNK,1,1982-01-22,3.958375,26.75,1982-01-22
1982-03-17,1982,3,17,ESD,1,1982-03-17,2.500125,14.125,1982-03-17
1982-04-08,1982,4,8,ESD,1,1982-04-08,2.541625,11.875,1982-04-08
1982-04-09,1982,4,9,ESD,1,1982-04-09,2.2915,9.875,1982-04-09
1982-07-05,1982,7,5,UNK,1,1982-07-05,0.9165,3.875,1982-07-05
1982-08-30,1982,8,30,UNK,1,1982-08-30,3.958375,27.5,1982-08-30
1982-10-14,1982,10,14,UNK,1,1982-10-14,3.95825,30.375,1982-10-14
1982-10-28,1982,10,28,UNK,1,1982-10-28,2.291625,10.375,1982-10-28
1982-10-31,1982,10,31,UNK,1,1982-10-31,3.95825,34.5,1982-10-31
1983-01-03,1983,1,3,UNK,1,1983-01-03,2.33325,11.125,1983-01-03
1983-01-29,1983,1,29,UNK,1,1983-01-29,2.791625,16.25,1983-01-29
1983-02-19,1983,2,19,UNK,1,1983-02-19,2.2498750000000003,10.125,1983-02-19
1983-02-23,1983,2,23,UNK,1,1983-02-23,3.000125,16.875,1983-02-23
1983-02-28,1983,2,28,UNK,1,1983-02-28,1.791625,7.875,1983-02-28
1983-03-02,1983,3,2,UNK,1,1983-03-02,6.000125,85.625,1983-03-02
1983-03-04,1983,3,4,UNK,1,1983-03-04,3.833375,26.25,1983-03-04
1983-04-02,1983,4,2,UNK,1,1983-04-02,3.083375,15.875,1983-04-02
1983-06-06,1983,6,6,UNK,1,1983-06-06,2.291625,10.125,1983-06-06
1983-07-04,1983,7,4,UNK,1,1983-07-04,1.958375,8.0,1983-07-04
1983-07-18,1983,7,18,UNK,1,1983-07-18,3.375,19.875,1983-07-18
1983-09-24,1983,9,24,UNK,1,1983-09-24,2.083375,9.0,1983-09-24
1983-10-01,1983,10,1,UNK,1,1983-10-01,2.16675,10.875,1983-10-01
1983-10-13,1983,10,13,UNK,1,1983-10-13,4.083375,30.375,1983-10-13
1983-10-30,1983,10,30,UNK,1,1983-10-30,3.25,18.625,1983-10-30
1983-11-20,1983,11,20,UNK,1,1983-11-20,3.9165,26.25,1983-11-20
1983-11-27,1983,11,27,UNK,1,1983-11-27,1.79175,7.25,1983-11-27
1983-12-19,1983,12,19,UNK,1,1983-12-19,2.249875,9.25,1983-12-19
1983-12-29,1983,12,29,UNK,1,1983-12-29,2.041875,9.125,1983-12-29
1984-02-03,1984,2,3,UNK,1,1984-02-03,2.8748750000000003,18.75,1984-02-03
1984-02-13,1984,2,13,UNK,1,1984-02-13,4.41675,35.625,1984-02-13
1984-02-21,1984,2,21,UNK,1,1984-02-21,2.791625,13.75,1984-02-21
1984-02-28,1984,2,28,UNK,1,1984-02-28,1.958375,8.0,1984-02-28
1984-03-09,1984,3,9,UNK,1,1984-03-09,2.58325,12.875,1984-03-09
1984-03-21,1984,3,21,UNK,1,1984-03-21,1.708375,7.375,1984-03-21
1984-03-24,1984,3,24,UNK,1,1984-03-24,2.3335,10.0,1984-03-24
1984-04-21,1984,4,21,UNK,1,1984-04-21,2.41675,10.875,1984-04-21
1984-04-27,1984,4,27,UNK,1,1984-04-27,3.70825,26.0,1984-04-27
1984-05-04,1984,5,4,UNK,1,1984-05-04,2.70825,12.75,1984-05-04
1984-05-07,1984,5,7,UNK,1,1984-05-07,0.9585,4.125,1984-05-07
1984-05-13,1984,5,13,UNK,1,1984-05-13,1.791625,8.875,1984-05-13
1984-05-15,1984,5,15,UNK,1,1984-05-15,2.041625,8.75,1984-05-15
1994-02-27,1994,2,27,ESD,1,1994-02-27,1.7085,7.375,1994-02-27
1994-03-12,1994,3,12,ESD,1,1994-03-12,4.5,36.375,1994-03-12
1994-04-15,1994,4,15,ESD,1,1994-04-15,3.333625,18.625,1994-04-15
1982-03-04,1982,3,4,UNK,1,1982-03-04,2.5,12.0,1982-03-04
1982-03-10,1982,3,10,SEU,1,1982-03-10,2.8748750000000003,15.875,1982-03-10
1982-03-12,1982,3,12,UNK,1,1982-03-12,1.791625,8.25,1982-03-12
1982-04-16,1982,4,16,UNK,1,1982-04-16,2.333375,11.5,1982-04-16
1982-05-17,1982,5,17,UNK,1,1982-05-17,2.58325,11.75,1982-05-17
1982-08-31,1982,8,31,UNK,1,1982-08-31,3.000125,15.625,1982-08-31
1982-09-01,1982,9,1,UNK,1,1982-09-01,2.25025,9.25,1982-09-01
1982-09-22,1982,9,22,ESD,1,1982-09-22,6.75,135.0,1982-09-22
1982-10-23,1982,10,23,UNK,1,1982-10-23,1.375,5.25,1982-10-23
1982-11-08,1982,11,8,UNK,1,1982-11-08,2.33325,12.25,1982-11-08
1982-11-10,1982,11,10,UNK,1,1982-11-10,2.54175,11.375,1982-11-10
1982-11-20,1982,11,20,UNK,1,1982-11-20,1.416625,6.25,1982-11-20
1982-11-27,1982,11,27,UNK,1,1982-11-27,3.166625,17.0,1982-11-27
1982-11-30,1982,11,30,UNK,1,1982-11-30,2.41675,12.875,1982-11-30
1982-12-09,1982,12,9,UNK,1,1982-12-09,3.041625,18.125,1982-12-09
1982-12-27,1982,12,27,UNK,1,1982-12-27,3.125,17.75,1982-12-27
1982-12-30,1982,12,30,UNK,1,1982-12-30,2.95825,15.375,1982-12-30
1983-01-16,1983,1,16,UNK,1,1983-01-16,3.749875,24.625,1983-01-16
1983-02-05,1983,2,5,UNK,1,1983-02-05,7.124875,143.25,1983-02-05
1983-02-06,1983,2,6,UNK,1,1983-02-06,4.499875,46.875,1983-02-06
1983-02-12,1983,2,12,UNK,1,1983-02-12,3.958375,32.75,1983-02-12
1983-02-14,1983,2,14,UNK,1,1983-02-14,3.875125,27.5,1983-02-14
1983-04-19,1983,4,19,UNK,1,1983-04-19,2.208375,9.25,1983-04-19
1983-05-09,1983,5,9,UNK,1,1983-05-09,1.45825,6.0,1983-05-09
1983-05-20,1983,5,20,UNK,1,1983-05-20,1.625,10.5,1983-05-20
1983-05-27,1983,5,27,UNK,1,1983-05-27,2.5,11.25,1983-05-27
1983-05-28,1983,5,28,UNK,1,1983-05-28,1.16675,4.625,1983-05-28
1983-05-29,1983,5,29,UNK,1,1983-05-29,1.16675,5.125,1983-05-29
1983-06-02,1983,6,2,UNK,1,1983-06-02,1.833375,7.375,1983-06-02
1983-06-07,1983,6,7,UNK,1,1983-06-07,1.666625,6.25,1983-06-07
1983-06-19,1983,6,19,UNK,1,1983-06-19,3.4585,19.75,1983-06-19
1983-07-21,1983,7,21,UNK,1,1983-07-21,1.79175,6.5,1983-07-21
1983-08-02,1983,8,2,UNK,1,1983-08-02,4.249875,33.125,1983-08-02
1983-08-18,1983,8,18,UNK,1,1983-08-18,0.33325,1.75,1983-08-18
1983-08-22,1983,8,22,UNK,1,1983-08-22,2.666875,14.75,1983-08-22
1983-08-28,1983,8,28,UNK,1,1983-08-28,2.041625,8.125,1983-08-28
1983-09-02,1983,9,2,UNK,1,1983-09-02,1.70825,6.25,1983-09-02
1983-09-05,1983,9,5,UNK,1,1983-09-05,0.875,3.375,1983-09-05
1983-10-02,1983,10,2,UNK,1,1983-10-02,3.6665,23.375,1983-10-02
1983-10-07,1983,10,7,UNK,1,1983-10-07,2.41675,11.0,1983-10-07
1983-10-18,1983,10,18,UNK,1,1983-10-18,5.0,50.625,1983-10-18
1983-10-28,1983,10,28,UNK,1,1983-10-28,1.58325,9.75,1983-10-28
1983-11-07,1983,11,7,UNK,1,1983-11-07,2.291625,11.625,1983-11-07
1983-11-14,1983,11,14,UNK,1,1983-11-14,3.666625,27.75,1983-11-14
1983-11-17,1983,11,17,UNK,1,1983-11-17,4.45825,37.5,1983-11-17
1983-11-25,1983,11,25,UNK,1,1983-11-25,2.9585,15.5,1983-11-25
1983-12-08,1983,12,8,UNK,1,1983-12-08,2.41675,11.125,1983-12-08
1983-12-24,1983,12,24,UNK,1,1983-12-24,2.4998750000000003,15.375,1983-12-24
1983-12-25,1983,12,25,UNK,1,1983-12-25,2.50025,11.375,1983-12-25
1984-01-07,1984,1,7,UNK,1,1984-01-07,1.375,5.25,1984-01-07
1984-01-08,1984,1,8,UNK,1,1984-01-08,0.708125,3.125,1984-01-08
1984-01-12,1984,1,12,UNK,1,1984-01-12,1.41675,5.375,1984-01-12
1984-01-23,1984,1,23,UNK,1,1984-01-23,1.625,6.0,1984-01-23
1984-02-04,1984,2,4,UNK,1,1984-02-04,5.166625,53.75,1984-02-04
1984-02-11,1984,2,11,UNK,1,1984-02-11,3.041625,20.875,1984-02-11
1984-03-12,1984,3,12,UNK,1,1984-03-12,2.374875,11.25,1984-03-12
1984-04-08,1984,4,8,UNK,1,1984-04-08,5.249875,57.5,1984-04-08
1984-04-09,1984,4,9,UNK,1,1984-04-09,3.833375,36.75,1984-04-09
1984-04-24,1984,4,24,UNK,1,1984-04-24,1.624875,6.125,1984-04-24
1984-05-17,1984,5,17,UNK,1,1984-05-17,4.04175,32.5,1984-05-17
1984-05-20,1984,5,20,UNK,1,1984-05-20,4.041625,29.5,1984-05-20
1984-10-26,1984,10,26,UNK,1,1984-10-26,2.37475,13.5,1984-10-26
1994-01-18,1994,1,18,ESD,1,1994-01-18,3.70825,24.5,1994-01-18
1994-02-07,1994,2,7,ESD,1,1994-02-07,5.416625,62.5,1994-02-07
1994-03-04,1994,3,4,ESD,1,1994-03-04,0.958625,3.875,1994-03-04
1994-03-15,1994,3,15,ESD,1,1994-03-15,4.833375,44.875,1994-03-15
1994-03-17,1994,3,17,ESD,1,1994-03-17,4.416625,35.75,1994-03-17
1982-10-04,1982,10,4,UNK,1,1982-10-04,2.291875,10.5,1982-10-04
1982-10-15,1982,10,15,UNK,1,1982-10-15,2.083375,8.25,1982-10-15
1982-10-20,1982,10,20,UNK,1,1982-10-20,2.70825,14.5,1982-10-20
1982-10-25,1982,10,25,UNK,1,1982-10-25,2.91675,15.25,1982-10-25
1982-11-01,1982,11,1,SEU,1,1982-11-01,4.29175,36.125,1982-11-01
1982-11-03,1982,11,3,SEU,1,1982-11-03,2.833375,21.0,1982-11-03
1982-11-04,1982,11,4,SEU,1,1982-11-04,1.875,7.625,1982-11-04
1982-11-06,1982,11,6,SEU,1,1982-11-06,2.333375,11.25,1982-11-06
1982-12-01,1982,12,1,SEU,1,1982-12-01,0.4165,2.0,1982-12-01
1983-03-05,1983,3,5,UNK,1,1983-03-05,4.0,27.625,1983-03-05
1983-03-07,1983,3,7,UNK,1,1983-03-07,1.625,7.375,1983-03-07
1983-03-15,1983,3,15,UNK,1,1983-03-15,3.0,15.125,1983-03-15
1983-03-31,1983,3,31,UNK,1,1983-03-31,3.91675,28.5,1983-03-31
1983-04-11,1983,4,11,UNK,1,1983-04-11,1.79175,7.75,1983-04-11
1983-04-17,1983,4,17,UNK,1,1983-04-17,3.333125,19.125,1983-04-17
1983-04-18,1983,4,18,UNK,1,1983-04-18,2.4585,11.25,1983-04-18
1983-04-26,1983,4,26,UNK,1,1983-04-26,3.958375,28.375,1983-04-26
1983-05-02,1983,5,2,UNK,1,1983-05-02,2.666625,14.25,1983-05-02
1983-05-07,1983,5,7,UNK,1,1983-05-07,2.125,8.25,1983-05-07
1983-05-13,1983,5,13,UNK,1,1983-05-13,4.458375,37.125,1983-05-13
1983-06-15,1983,6,15,UNK,1,1983-06-15,3.041625,16.125,1983-06-15
1983-06-29,1983,6,29,UNK,1,1983-06-29,2.66675,12.875,1983-06-29
1983-07-15,1983,7,15,UNK,1,1983-07-15,1.2501250000000002,4.75,1983-07-15
1983-07-19,1983,7,19,UNK,1,1983-07-19,2.291625,9.25,1983-07-19
1983-07-23,1983,7,23,UNK,1,1983-07-23,3.625,23.25,1983-07-23
1983-07-25,1983,7,25,SEU,1,1983-07-25,2.54175,11.5,1983-07-25
1983-08-01,1983,8,1,UNK,1,1983-08-01,1.333375,5.125,1983-08-01
1983-08-05,1983,8,5,UNK,1,1983-08-05,0.499875,2.375,1983-08-05
1983-08-24,1983,8,24,UNK,1,1983-08-24,3.708125,23.125,1983-08-24
1983-09-04,1983,9,4,UNK,1,1983-09-04,0.666625,2.875,1983-09-04
1983-09-06,1983,9,6,UNK,1,1983-09-06,1.458375,5.375,1983-09-06
1983-09-07,1983,9,7,UNK,1,1983-09-07,3.25,21.5,1983-09-07
1983-09-12,1983,9,12,UNK,1,1983-09-12,2.58325,12.625,1983-09-12
1983-09-28,1983,9,28,UNK,1,1983-09-28,2.2498750000000003,10.5,1983-09-28
1983-09-29,1983,9,29,UNK,1,1983-09-29,1.75,8.375,1983-09-29
1983-11-13,1983,11,13,UNK,1,1983-11-13,3.70825,23.625,1983-11-13
1983-12-20,1983,12,20,UNK,1,1983-12-20,1.0415,4.75,1983-12-20
1984-01-21,1984,1,21,UNK,1,1984-01-21,2.500125,12.5,1984-01-21
1984-02-22,1984,2,22,ESD,1,1984-02-22,2.04175,7.75,1984-02-22
1984-04-04,1984,4,4,UNK,1,1984-04-04,5.75,83.625,1984-04-04
1984-04-05,1984,4,5,SEU,1,1984-04-05,5.16675,57.125,1984-04-05
1984-04-30,1984,4,30,UNK,1,1984-04-30,1.666625,9.375,1984-04-30
1984-05-11,1984,5,11,UNK,1,1984-05-11,2.291625,9.625,1984-05-11
1984-06-06,1984,6,6,ESD,1,1984-06-06,2.708375,12.5,1984-06-06
1992-10-02,1992,10,2,SEU,1,1992-10-02,2.16675,9.375,1992-10-02
1994-01-16,1994,1,16,ESD,1,1994-01-16,3.41675,19.25,1994-01-16
1994-02-11,1994,2,11,ESD,1,1994-02-11,5.041625,49.625,1994-02-11
1994-02-14,1994,2,14,ESD,1,1994-02-14,4.45825,37.875,1994-02-14
1994-02-17,1994,2,17,ESD,1,1994-02-17,2.541875,11.0,1994-02-17
1994-03-07,1994,3,7,ESD,1,1994-03-07,5.375,64.75,1994-03-07
1994-03-10,1994,3,10,ESD,1,1994-03-10,4.875,45.25,1994-03-10
1994-03-13,1994,3,13,ESD,1,1994-03-13,3.750125,26.75,1994-03-13
1994-03-14,1994,3,14,ESD,1,1994-03-14,4.375,34.25,1994-03-14
1994-03-16,1994,3,16,ESD,1,1994-03-16,3.7085,24.25,1994-03-16
1994-03-19,1994,3,19,ESD,1,1994-03-19,2.9165,15.125,1994-03-19
1994-03-23,1994,3,23,ESD,1,1994-03-23,3.4585,20.75,1994-03-23
1994-04-03,1994,4,3,ESD,1,1994-04-03,6.208375,92.5,1994-04-03
1994-04-04,1994,4,4,ESD,1,1994-04-04,5.208375,58.875,1994-04-04
1994-04-08,1994,4,8,ESD,1,1994-04-08,4.666625,40.0,1994-04-08
1994-04-10,1994,4,10,ESD,1,1994-04-10,4.583375,38.875,1994-04-10
1994-04-12,1994,4,12,ESD,1,1994-04-12,4.083375,29.75,1994-04-12
1983-05-19,1983,5,19,UNK,1,1983-05-19,1.2501250000000002,4.875,1983-05-19
1983-05-22,1983,5,22,UNK,1,1983-05-22,4.9165,50.75,1983-05-22
1983-06-05,1983,6,5,ESD,1,1983-06-05,1.70825,6.5,1983-06-05
1983-06-09,1983,6,9,UNK,1,1983-06-09,3.208375,19.0,1983-06-09
1983-06-10,1983,6,10,ESD,1,1983-06-10,4.0,37.25,1983-06-10
1983-06-17,1983,6,17,SEU,1,1983-06-17,3.04175,17.25,1983-06-17
1983-06-21,1983,6,21,UNK,1,1983-06-21,3.3748750000000003,19.75,1983-06-21
1983-06-22,1983,6,22,UNK,1,1983-06-22,3.083375,19.625,1983-06-22
1983-10-10,1983,10,10,UNK,1,1983-10-10,1.666625,7.375,1983-10-10
1983-10-17,1983,10,17,UNK,1,1983-10-17,4.749750000000001,48.125,1983-10-17
1983-10-24,1983,10,24,UNK,1,1983-10-24,3.5,21.5,1983-10-24
1984-01-25,1984,1,25,UNK,1,1984-01-25,2.16675,9.5,1984-01-25
1984-02-14,1984,2,14,UNK,1,1984-02-14,4.70825,43.0,1984-02-14
1984-02-17,1984,2,17,UNK,1,1984-02-17,2.1665,9.125,1984-02-17
1984-04-11,1984,4,11,UNK,1,1984-04-11,2.624875,13.375,1984-04-11
